Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/15/2008 10:03:03     18.115 N     66.087 W
08/15/2008 10:05:03     18.117 N     66.096 W
08/15/2008 10:07:03     18.118 N     66.106 W
08/15/2008 10:09:02     18.120 N     66.115 W
08/15/2008 10:11:02     18.121 N     66.125 W
08/15/2008 10:13:02     18.122 N     66.135 W
08/15/2008 10:15:02     18.124 N     66.144 W
08/15/2008 10:17:03     18.125 N     66.154 W
08/15/2008 10:19:03     18.127 N     66.163 W
08/15/2008 10:21:03     18.128 N     66.173 W
08/15/2008 10:23:03     18.129 N     66.182 W
08/15/2008 10:25:02     18.131 N     66.192 W
08/15/2008 10:27:02     18.132 N     66.201 W
08/15/2008 10:29:02     18.134 N     66.211 W
08/15/2008 10:31:03     18.135 N     66.221 W
08/15/2008 10:33:03     18.136 N     66.230 W
08/15/2008 10:35:03     18.138 N     66.240 W
08/15/2008 10:37:03     18.139 N     66.249 W
08/15/2008 10:39:02     18.141 N     66.259 W
08/15/2008 10:41:02     18.142 N     66.268 W
08/15/2008 10:43:02     18.143 N     66.278 W
08/15/2008 10:45:02     18.145 N     66.287 W
08/15/2008 10:47:03     18.146 N     66.297 W
08/15/2008 10:49:03     18.148 N     66.306 W
08/15/2008 10:51:03     18.149 N     66.316 W
08/15/2008 10:53:03     18.151 N     66.326 W
08/15/2008 10:55:02     18.152 N     66.335 W
08/15/2008 10:57:02     18.153 N     66.345 W
08/15/2008 10:59:02     18.155 N     66.354 W
08/15/2008 11:01:03     18.156 N     66.364 W
08/15/2008 11:03:03     18.158 N     66.373 W
08/15/2008 11:05:03     18.159 N     66.383 W
08/15/2008 11:07:03     18.160 N     66.392 W
08/15/2008 11:09:02     18.162 N     66.402 W
08/15/2008 11:11:02     18.163 N     66.412 W
08/15/2008 11:13:02     18.165 N     66.421 W
08/15/2008 11:15:02     18.166 N     66.431 W
08/15/2008 11:17:03     18.167 N     66.440 W
08/15/2008 11:19:03     18.169 N     66.450 W
08/15/2008 11:21:03     18.170 N     66.459 W
08/15/2008 11:23:03     18.172 N     66.469 W
08/15/2008 11:25:02     18.173 N     66.478 W
08/15/2008 11:27:02     18.174 N     66.488 W
08/15/2008 11:29:02     18.176 N     66.497 W
08/15/2008 11:31:03     18.177 N     66.507 W
08/15/2008 11:33:03     18.179 N     66.517 W
08/15/2008 11:35:03     18.180 N     66.526 W
08/15/2008 11:37:03     18.181 N     66.536 W
08/15/2008 11:39:02     18.183 N     66.545 W
08/15/2008 11:41:02     18.184 N     66.555 W
08/15/2008 11:43:02     18.186 N     66.564 W
08/15/2008 11:45:02     18.187 N     66.574 W
08/15/2008 11:47:03     18.188 N     66.583 W
08/15/2008 11:49:03     18.190 N     66.593 W
08/15/2008 11:51:03     18.191 N     66.603 W
08/15/2008 11:53:03     18.193 N     66.612 W
08/15/2008 11:55:02     18.194 N     66.622 W
08/15/2008 11:57:02     18.195 N     66.631 W
08/15/2008 11:59:02     18.197 N     66.641 W
08/15/2008 12:01:03     18.198 N     66.650 W
08/15/2008 12:03:03     18.200 N     66.660 W
08/15/2008 12:05:03     18.201 N     66.669 W
08/15/2008 12:07:03     18.202 N     66.679 W
08/15/2008 12:09:02     18.204 N     66.688 W
08/15/2008 12:11:02     18.205 N     66.698 W
08/15/2008 12:13:02     18.207 N     66.708 W
08/15/2008 12:15:02     18.208 N     66.717 W
08/15/2008 12:17:03     18.209 N     66.727 W
08/15/2008 12:19:03     18.211 N     66.736 W
08/15/2008 12:21:03     18.212 N     66.746 W
08/15/2008 12:23:03     18.214 N     66.755 W
08/15/2008 12:25:02     18.215 N     66.765 W
08/15/2008 12:27:02     18.217 N     66.774 W
08/15/2008 12:29:02     18.218 N     66.784 W
08/15/2008 12:31:03     18.219 N     66.794 W
08/15/2008 12:33:03     18.221 N     66.803 W
08/15/2008 12:35:03     18.222 N     66.813 W
08/15/2008 12:37:03     18.224 N     66.822 W
08/15/2008 12:39:02     18.225 N     66.832 W
08/15/2008 12:41:02     18.226 N     66.841 W
08/15/2008 12:43:02     18.228 N     66.851 W
08/15/2008 12:45:02     18.229 N     66.860 W
08/15/2008 12:47:03     18.231 N     66.870 W
08/15/2008 12:49:03     18.232 N     66.879 W
08/15/2008 12:51:03     18.233 N     66.889 W
08/15/2008 12:53:03     18.235 N     66.899 W
08/15/2008 12:55:02     18.236 N     66.908 W
08/15/2008 12:57:02     18.238 N     66.918 W
08/15/2008 12:59:02     18.239 N     66.927 W
08/15/2008 13:01:03     18.240 N     66.937 W
08/15/2008 13:03:03     18.242 N     66.946 W
08/15/2008 13:05:03     18.243 N     66.956 W
08/15/2008 13:07:03     18.245 N     66.965 W
08/15/2008 13:09:02     18.246 N     66.975 W
08/15/2008 13:11:02     18.247 N     66.985 W
08/15/2008 13:13:02     18.249 N     66.994 W
08/15/2008 13:15:02     18.250 N     67.004 W
08/15/2008 13:17:03     18.252 N     67.013 W
08/15/2008 13:19:03     18.253 N     67.023 W
08/15/2008 13:21:03     18.254 N     67.032 W
08/15/2008 13:23:03     18.256 N     67.042 W
08/15/2008 13:25:02     18.257 N     67.051 W
08/15/2008 13:27:02     18.259 N     67.061 W
08/15/2008 13:29:02     18.260 N     67.071 W
08/15/2008 13:31:03     18.261 N     67.080 W
08/15/2008 13:33:03     18.263 N     67.090 W
08/15/2008 13:35:03     18.264 N     67.099 W
08/15/2008 13:37:03     18.266 N     67.109 W
08/15/2008 13:39:02     18.267 N     67.118 W
08/15/2008 13:41:02     18.268 N     67.128 W
08/15/2008 13:43:02     18.270 N     67.137 W
08/15/2008 13:45:02     18.271 N     67.147 W
08/15/2008 13:47:03     18.273 N     67.156 W
08/15/2008 13:49:03     18.274 N     67.166 W
08/15/2008 13:51:03     18.276 N     67.176 W
08/15/2008 13:53:03     18.277 N     67.185 W
08/15/2008 13:55:02     18.278 N     67.195 W
08/15/2008 13:57:02     18.280 N     67.204 W
08/15/2008 13:59:02     18.281 N     67.214 W
08/15/2008 14:01:03     18.283 N     67.223 W
08/15/2008 14:03:03     18.284 N     67.233 W
08/15/2008 14:05:03     18.285 N     67.242 W
08/15/2008 14:07:03     18.287 N     67.252 W
08/15/2008 14:09:02     18.288 N     67.262 W
08/15/2008 14:11:02     18.290 N     67.271 W
08/15/2008 14:13:02     18.291 N     67.281 W
08/15/2008 14:15:02     18.292 N     67.290 W
08/15/2008 14:17:03     18.294 N     67.300 W
08/15/2008 14:19:03     18.295 N     67.309 W
08/15/2008 14:21:03     18.297 N     67.319 W
08/15/2008 14:23:03     18.298 N     67.328 W
08/15/2008 14:25:02     18.299 N     67.338 W
08/15/2008 14:27:02     18.301 N     67.347 W
08/15/2008 14:29:02     18.302 N     67.357 W
08/15/2008 14:31:03     18.304 N     67.367 W
08/15/2008 14:33:03     18.305 N     67.376 W
08/15/2008 14:35:03     18.306 N     67.386 W
08/15/2008 14:37:03     18.308 N     67.395 W
08/15/2008 14:39:02     18.309 N     67.405 W
08/15/2008 14:41:02     18.311 N     67.414 W
08/15/2008 14:43:02     18.312 N     67.424 W
08/15/2008 14:45:02     18.313 N     67.433 W
08/15/2008 14:47:03     18.315 N     67.443 W
08/15/2008 14:49:03     18.316 N     67.453 W
08/15/2008 14:51:03     18.318 N     67.462 W
08/15/2008 14:53:03     18.319 N     67.472 W
08/15/2008 14:55:02     18.320 N     67.481 W
08/15/2008 14:57:02     18.322 N     67.491 W
08/15/2008 14:59:02     18.323 N     67.500 W
08/15/2008 15:01:03     18.325 N     67.510 W
08/15/2008 15:03:03     18.326 N     67.519 W
08/15/2008 15:05:03     18.327 N     67.529 W
08/15/2008 15:07:03     18.329 N     67.538 W
08/15/2008 15:09:02     18.330 N     67.548 W
08/15/2008 15:11:02     18.332 N     67.558 W
08/15/2008 15:13:02     18.333 N     67.567 W
08/15/2008 15:15:02     18.335 N     67.577 W
08/15/2008 15:17:03     18.336 N     67.586 W
08/15/2008 15:19:03     18.337 N     67.596 W
08/15/2008 15:21:03     18.339 N     67.605 W
08/15/2008 15:23:03     18.340 N     67.615 W
08/15/2008 15:25:02     18.342 N     67.624 W
08/15/2008 15:27:02     18.343 N     67.634 W
08/15/2008 15:29:02     18.344 N     67.644 W
08/15/2008 15:31:03     18.346 N     67.653 W
08/15/2008 15:33:03     18.347 N     67.663 W
08/15/2008 15:35:03     18.349 N     67.672 W
08/15/2008 15:37:03     18.350 N     67.682 W
08/15/2008 15:39:02     18.351 N     67.691 W
08/15/2008 15:41:02     18.353 N     67.701 W
08/15/2008 15:43:02     18.354 N     67.710 W
08/15/2008 15:45:02     18.356 N     67.720 W
08/15/2008 15:47:03     18.357 N     67.729 W
08/15/2008 15:49:03     18.358 N     67.739 W
08/15/2008 15:51:03     18.360 N     67.749 W
08/15/2008 15:53:03     18.361 N     67.758 W
08/15/2008 15:55:02     18.363 N     67.768 W
08/15/2008 15:57:02     18.364 N     67.777 W
08/15/2008 15:59:02     18.365 N     67.787 W
08/15/2008 16:01:03     18.367 N     67.796 W
08/15/2008 16:03:03     18.368 N     67.806 W
08/15/2008 16:05:03     18.370 N     67.815 W
08/15/2008 16:07:03     18.371 N     67.825 W
08/15/2008 16:09:02     18.372 N     67.835 W
08/15/2008 16:11:02     18.374 N     67.844 W
08/15/2008 16:13:02     18.375 N     67.854 W
08/15/2008 16:15:02     18.377 N     67.863 W
08/15/2008 16:17:03     18.378 N     67.873 W
08/15/2008 16:19:03     18.379 N     67.882 W
08/15/2008 16:21:03     18.381 N     67.892 W
08/15/2008 16:23:03     18.382 N     67.901 W
08/15/2008 16:25:02     18.384 N     67.911 W
08/15/2008 16:27:02     18.385 N     67.921 W
08/15/2008 16:29:02     18.386 N     67.930 W
08/15/2008 16:31:03     18.388 N     67.940 W
08/15/2008 16:33:03     18.389 N     67.949 W
08/15/2008 16:35:03     18.391 N     67.959 W
08/15/2008 16:37:03     18.392 N     67.968 W
08/15/2008 16:39:02     18.393 N     67.978 W
08/15/2008 16:41:02     18.395 N     67.987 W
08/15/2008 16:43:02     18.396 N     67.997 W
08/15/2008 16:45:02     18.398 N     68.006 W
08/15/2008 16:47:03     18.399 N     68.016 W
08/15/2008 16:49:03     18.401 N     68.026 W
08/15/2008 16:51:03     18.402 N     68.035 W
08/15/2008 16:53:03     18.403 N     68.045 W
08/15/2008 16:55:02     18.405 N     68.054 W
08/15/2008 16:57:02     18.406 N     68.064 W
08/15/2008 16:59:02     18.408 N     68.073 W
08/15/2008 17:01:03     18.409 N     68.083 W
08/15/2008 17:03:03     18.410 N     68.092 W
08/15/2008 17:05:03     18.412 N     68.102 W
08/15/2008 17:07:03     18.413 N     68.112 W
08/15/2008 17:09:02     18.415 N     68.121 W
08/15/2008 17:11:02     18.416 N     68.131 W
08/15/2008 17:13:02     18.417 N     68.140 W
08/15/2008 17:15:02     18.419 N     68.150 W
08/15/2008 17:17:03     18.420 N     68.159 W
08/15/2008 17:19:03     18.422 N     68.169 W
08/15/2008 17:21:03     18.423 N     68.178 W
08/15/2008 17:23:03     18.424 N     68.188 W
08/15/2008 17:25:02     18.426 N     68.197 W
08/15/2008 17:27:02     18.427 N     68.207 W
08/15/2008 17:29:02     18.429 N     68.217 W
08/15/2008 17:31:03     18.430 N     68.226 W
08/15/2008 17:33:03     18.431 N     68.236 W
08/15/2008 17:35:03     18.433 N     68.245 W
08/15/2008 17:37:03     18.434 N     68.255 W
08/15/2008 17:39:02     18.436 N     68.264 W
08/15/2008 17:41:02     18.437 N     68.274 W
08/15/2008 17:43:02     18.438 N     68.283 W
08/15/2008 17:45:02     18.440 N     68.293 W
08/15/2008 17:47:03     18.441 N     68.303 W
08/15/2008 17:49:03     18.443 N     68.312 W
08/15/2008 17:51:03     18.444 N     68.322 W
08/15/2008 17:53:03     18.445 N     68.331 W
08/15/2008 17:55:02     18.447 N     68.341 W
08/15/2008 17:57:02     18.448 N     68.350 W
08/15/2008 17:59:02     18.450 N     68.360 W
08/15/2008 18:01:03     18.451 N     68.369 W
08/15/2008 18:03:03     18.452 N     68.379 W
08/15/2008 18:05:03     18.454 N     68.388 W
08/15/2008 18:07:03     18.455 N     68.398 W
08/15/2008 18:09:02     18.457 N     68.408 W
08/15/2008 18:11:02     18.458 N     68.417 W
08/15/2008 18:13:02     18.460 N     68.427 W
08/15/2008 18:15:02     18.461 N     68.436 W
08/15/2008 18:17:03     18.462 N     68.446 W
08/15/2008 18:19:03     18.464 N     68.455 W
08/15/2008 18:21:03     18.465 N     68.465 W
08/15/2008 18:23:03     18.467 N     68.474 W
08/15/2008 18:25:02     18.468 N     68.484 W
08/15/2008 18:27:02     18.469 N     68.494 W
08/15/2008 18:29:02     18.471 N     68.503 W
08/15/2008 18:31:03     18.472 N     68.513 W
08/15/2008 18:33:03     18.474 N     68.522 W
08/15/2008 18:35:03     18.475 N     68.532 W
08/15/2008 18:37:03     18.476 N     68.541 W
08/15/2008 18:39:02     18.478 N     68.551 W
08/15/2008 18:41:02     18.479 N     68.560 W
08/15/2008 18:43:02     18.481 N     68.570 W
08/15/2008 18:45:02     18.482 N     68.579 W
08/15/2008 18:47:03     18.483 N     68.589 W
08/15/2008 18:49:03     18.485 N     68.599 W
08/15/2008 18:51:03     18.486 N     68.608 W
08/15/2008 18:53:03     18.488 N     68.618 W
08/15/2008 18:55:02     18.489 N     68.627 W
08/15/2008 18:57:02     18.490 N     68.637 W
08/15/2008 18:59:02     18.492 N     68.646 W
08/15/2008 19:01:03     18.493 N     68.656 W
08/15/2008 19:03:03     18.495 N     68.665 W
08/15/2008 19:05:03     18.496 N     68.675 W
08/15/2008 19:07:03     18.497 N     68.685 W
08/15/2008 19:09:02     18.499 N     68.694 W
08/15/2008 19:11:02     18.500 N     68.704 W
08/15/2008 19:13:02     18.502 N     68.713 W
08/15/2008 19:15:02     18.503 N     68.723 W
08/15/2008 19:17:03     18.504 N     68.732 W
08/15/2008 19:19:03     18.506 N     68.742 W
08/15/2008 19:21:03     18.507 N     68.751 W
08/15/2008 19:23:03     18.509 N     68.761 W
08/15/2008 19:25:02     18.510 N     68.771 W
08/15/2008 19:27:02     18.511 N     68.780 W
08/15/2008 19:29:02     18.513 N     68.790 W
08/15/2008 19:31:03     18.514 N     68.799 W
08/15/2008 19:32:03     18.515 N     68.804 W
08/15/2008 19:34:04     18.514 N     68.838 W
08/15/2008 19:36:04     18.512 N     68.871 W
08/15/2008 19:38:04     18.511 N     68.905 W
08/15/2008 19:40:04     18.509 N     68.938 W
08/15/2008 19:42:03     18.508 N     68.972 W
08/15/2008 19:44:03     18.506 N     69.005 W
08/15/2008 19:46:03     18.505 N     69.039 W
08/15/2008 19:48:03     18.503 N     69.073 W
08/15/2008 19:50:04     18.502 N     69.106 W
08/15/2008 19:52:04     18.500 N     69.140 W
08/15/2008 19:53:49     18.499 N     69.169 W
08/15/2008 19:55:49     18.500 N     69.177 W
08/15/2008 19:57:49     18.501 N     69.185 W
08/15/2008 19:59:48     18.502 N     69.193 W
08/15/2008 20:01:48     18.503 N     69.201 W
08/15/2008 20:03:48     18.504 N     69.209 W
08/15/2008 20:05:48     18.506 N     69.217 W
08/15/2008 20:07:49     18.507 N     69.225 W
08/15/2008 20:09:49     18.508 N     69.233 W
08/15/2008 20:11:49     18.509 N     69.241 W
08/15/2008 20:13:49     18.510 N     69.249 W
08/15/2008 20:15:48     18.511 N     69.257 W
08/15/2008 20:17:48     18.512 N     69.265 W
08/15/2008 20:19:48     18.513 N     69.273 W
08/15/2008 20:21:48     18.514 N     69.281 W
08/15/2008 20:23:49     18.515 N     69.289 W
08/15/2008 20:25:49     18.516 N     69.297 W
08/15/2008 20:27:49     18.517 N     69.304 W
08/15/2008 20:29:48     18.519 N     69.312 W
08/15/2008 20:31:48     18.520 N     69.320 W
08/15/2008 20:33:48     18.521 N     69.328 W
08/15/2008 20:35:48     18.522 N     69.336 W
08/15/2008 20:37:49     18.523 N     69.344 W
08/15/2008 20:39:49     18.524 N     69.352 W
08/15/2008 20:41:49     18.525 N     69.360 W
08/15/2008 20:43:49     18.526 N     69.368 W
08/15/2008 20:45:48     18.527 N     69.376 W
08/15/2008 20:47:48     18.528 N     69.384 W
08/15/2008 20:49:48     18.529 N     69.392 W
08/15/2008 20:51:48     18.531 N     69.400 W
08/15/2008 20:53:49     18.532 N     69.408 W
08/15/2008 20:55:49     18.533 N     69.416 W
08/15/2008 20:57:49     18.534 N     69.424 W
08/15/2008 20:59:48     18.535 N     69.432 W
08/15/2008 21:01:48     18.536 N     69.440 W
08/15/2008 21:03:48     18.537 N     69.448 W
08/15/2008 21:05:48     18.538 N     69.456 W
08/15/2008 21:07:49     18.539 N     69.464 W
08/15/2008 21:09:49     18.540 N     69.472 W
08/15/2008 21:11:49     18.541 N     69.480 W
08/15/2008 21:13:49     18.543 N     69.488 W
08/15/2008 21:15:48     18.544 N     69.496 W
08/15/2008 21:17:48     18.545 N     69.504 W
08/15/2008 21:19:48     18.546 N     69.512 W
08/15/2008 21:21:48     18.547 N     69.520 W
08/15/2008 21:23:49     18.548 N     69.528 W
08/15/2008 21:25:49     18.549 N     69.536 W
08/15/2008 21:27:49     18.550 N     69.544 W
08/15/2008 21:29:48     18.551 N     69.552 W
08/15/2008 21:31:48     18.552 N     69.560 W
08/15/2008 21:33:48     18.553 N     69.567 W
08/15/2008 21:35:48     18.554 N     69.575 W
08/15/2008 21:37:49     18.556 N     69.583 W
08/15/2008 21:39:49     18.557 N     69.591 W
08/15/2008 21:41:49     18.558 N     69.599 W
08/15/2008 21:43:49     18.559 N     69.607 W
08/15/2008 21:45:48     18.560 N     69.615 W
08/15/2008 21:47:48     18.561 N     69.623 W
08/15/2008 21:49:48     18.562 N     69.631 W
08/15/2008 21:51:48     18.563 N     69.639 W
08/15/2008 21:53:49     18.564 N     69.647 W
08/15/2008 21:55:49     18.565 N     69.655 W
08/15/2008 21:57:49     18.566 N     69.663 W
08/15/2008 21:59:48     18.568 N     69.671 W
08/15/2008 22:01:48     18.569 N     69.679 W
08/15/2008 22:03:48     18.570 N     69.687 W
08/15/2008 22:05:48     18.571 N     69.695 W
08/15/2008 22:07:49     18.572 N     69.703 W
08/15/2008 22:09:49     18.573 N     69.711 W
08/15/2008 22:11:49     18.574 N     69.719 W
08/15/2008 22:13:49     18.575 N     69.727 W
08/15/2008 22:15:48     18.576 N     69.735 W
08/15/2008 22:17:48     18.577 N     69.743 W
08/15/2008 22:19:48     18.578 N     69.751 W
08/15/2008 22:21:48     18.580 N     69.759 W
08/15/2008 22:23:49     18.581 N     69.767 W
08/15/2008 22:25:49     18.582 N     69.775 W
08/15/2008 22:27:49     18.583 N     69.783 W
08/15/2008 22:29:48     18.584 N     69.791 W
08/15/2008 22:31:48     18.585 N     69.799 W
08/15/2008 22:33:48     18.586 N     69.807 W
08/15/2008 22:35:48     18.587 N     69.815 W
08/15/2008 22:37:49     18.588 N     69.823 W
08/15/2008 22:39:49     18.589 N     69.830 W
08/15/2008 22:41:49     18.590 N     69.838 W
08/15/2008 22:43:49     18.591 N     69.846 W
08/15/2008 22:45:48     18.593 N     69.854 W
08/15/2008 22:47:48     18.594 N     69.862 W
08/15/2008 22:49:48     18.595 N     69.870 W
08/15/2008 22:51:48     18.596 N     69.878 W
08/15/2008 22:53:49     18.597 N     69.886 W
08/15/2008 22:55:49     18.598 N     69.894 W
08/15/2008 22:57:49     18.599 N     69.902 W
08/15/2008 22:59:48     18.600 N     69.910 W
08/15/2008 23:01:48     18.601 N     69.918 W
08/15/2008 23:03:48     18.602 N     69.926 W
08/15/2008 23:05:48     18.603 N     69.934 W
08/15/2008 23:07:49     18.605 N     69.942 W
08/15/2008 23:09:49     18.606 N     69.950 W
08/15/2008 23:11:49     18.607 N     69.958 W
08/15/2008 23:13:49     18.608 N     69.966 W
08/15/2008 23:15:48     18.609 N     69.974 W
08/15/2008 23:17:48     18.610 N     69.982 W
08/15/2008 23:19:48     18.611 N     69.990 W
08/15/2008 23:21:48     18.612 N     69.998 W
08/15/2008 23:23:49     18.613 N     70.006 W
08/15/2008 23:25:49     18.614 N     70.014 W
08/15/2008 23:27:49     18.615 N     70.022 W
08/15/2008 23:29:48     18.617 N     70.030 W
08/15/2008 23:31:48     18.618 N     70.038 W
08/15/2008 23:33:48     18.619 N     70.046 W
08/15/2008 23:35:48     18.620 N     70.054 W
08/15/2008 23:37:49     18.621 N     70.062 W
08/15/2008 23:39:49     18.622 N     70.070 W
08/15/2008 23:41:49     18.623 N     70.078 W
08/15/2008 23:43:49     18.624 N     70.086 W
08/15/2008 23:45:48     18.625 N     70.093 W
08/15/2008 23:47:48     18.626 N     70.101 W
08/15/2008 23:49:48     18.627 N     70.109 W
08/15/2008 23:51:48     18.628 N     70.117 W
08/15/2008 23:53:49     18.630 N     70.125 W
08/15/2008 23:55:49     18.631 N     70.133 W
08/15/2008 23:57:49     18.632 N     70.141 W
08/15/2008 23:59:48     18.633 N     70.149 W
08/16/2008 00:01:48     18.634 N     70.157 W
08/16/2008 00:03:48     18.635 N     70.165 W
08/16/2008 00:05:48     18.636 N     70.173 W
08/16/2008 00:07:49     18.637 N     70.181 W
08/16/2008 00:09:49     18.638 N     70.189 W
